id,agent_id,agent_name,tier_y,tier_x,tenure,pif_x_auto,pif_x_home,pif_x_otherpc,pif_x_financial,pif_x_total,BusZip5,BusZip3,created_at,updated_at,multiline,retention,pif_y_home,pif_y_hvh,pif_y_other,pif_y_total,premium_y_total,agent_city
4159,4159,Lucas Foster LLC,3,4,0-2,9869,3012,5894,5771,24546,33812,338,2014-09-13 00:00:00,2014-09-13 00:00:00,0.41,0.60,4249,99,575,728,837200,Springfield
6709,6709,Jacob Ramirez Assoc,1,5,11+,3946,7824,2903,279,14952,23111,231,2014-09-13 00:00:00,2014-09-13 00:00:00,0.77,0.79,3557,44,1895,159,171720,Boston
8366,8366,Hunter Nguyen Group,1,1,3-5,4491,956,6341,969,12757,33441,334,2014-09-13 00:00:00,2014-09-13 00:00:00,0.74,0.75,86,98,2459,3027,3057270,Los Angeles
3659,3659,Chase Lopez Enterprise,1,4,6-10,801,1606,4391,5580,12378,60430,604,2014-09-13 00:00:00,2014-09-13 00:00:00,0.93,0.87,3510,21,1931,213,206610,Seattle
1985,1985,William Johnson Agency,3,2,11+,10646,5235,7707,5225,28813,75701,757,2014-09-13 00:00:00,2014-09-13 00:00:00,0.56,0.56,1436,74,382,3786,4353900,San Francisco
1427,1427,David Powell LLC,1,5,6-10,1872,6372,5964,2315,16523,97008,970,2014-09-13 00:00:00,2014-09-13 00:00:00,0.66,0.71,470,43,3971,1199,1354870,Chicago
1344,1344,David Clark Group,2,2,3-5,3776,142,6891,6415,17224,48503,485,2014-09-13 00:00:00,2014-09-13 00:00:00,0.80,0.81,471,17,4127,1070,1048600,Boston
5134,5134,Alex Edwards Agency,4,5,3-5,2708,2082,2365,5519,12674,80031,800,2014-09-13 00:00:00,2014-09-13 00:00:00,0.46,0.60,2070,36,3120,465,483600,Orlando
5022,5022,Daniel Gutierrez Inc,1,3,6-10,4194,541,5625,2313,12673,77511,775,2014-09-13 00:00:00,2014-09-13 00:00:00,0.91,0.76,1525,80,1383,2706,2651880,New York
188,188,Dominic Green Agency,1,5,11+,19978,2285,7324,4073,33660,43015,430,2014-09-13 00:00:00,2014-09-13 00:00:00,0.83,0.82,1806,15,3521,355,379850,Chicago
623,623,Anthony Adams Inc,5,4,3-5,4452,792,6702,449,12395,19355,193,2014-09-13 00:00:00,2014-09-13 00:00:00,0.16,0.20,632,29,929,4111,4275440,Miami
4428,4428,Tristan Perez Agency,3,1,,2351,3027,1801,6905,14084,84660,846,2014-09-13 00:00:00,2014-09-13 00:00:00,0.45,0.42,308,64,1469,3860,4246000,Boston
720,720,Adrian Barnes Insurance,1,4,11+,11300,7714,2225,7074,28313,48346,483,2014-09-13 00:00:00,2014-09-13 00:00:00,0.71,0.73,293,52,424,4944,4993440,Orlando
5415,5415,Adrian Jackson Group,3,3,11+,15241,2352,7286,3072,27951,43935,439,2014-09-13 00:00:00,2014-09-13 00:00:00,0.64,0.46,2161,51,254,3247,3571700,Tucson
5989,5989,Gabriel Perry Group,3,4,0-2,10233,1329,3131,877,15570,77015,770,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.40,1552,53,2089,2022,2001780,Chicago
3646,3646,Nathan Hughes Assoc,3,3,,12808,4613,7838,7255,32514,7753,77,2014-09-13 00:00:00,2014-09-13 00:00:00,0.42,0.56,653,54,2044,2975,3183250,Orlando
920,920,Jose Peterson Team,5,4,0-2,1413,6237,2892,3522,14064,23510,235,2014-09-13 00:00:00,2014-09-13 00:00:00,0.06,0.09,1339,60,3802,528,570240,Miami
1479,1479,Gabriel Ortiz Agency,1,1,3-5,6267,2179,6274,2263,16983,24018,240,2014-09-13 00:00:00,2014-09-13 00:00:00,0.84,0.85,4344,27,759,599,652910,Los Angeles
3910,3910,Brandon Rodriguez Insurance,1,3,3-5,17329,4010,6593,3144,31076,60156,601,2014-09-13 00:00:00,2014-09-13 00:00:00,0.73,0.73,1679,77,322,3670,3743400,New York
606,606,Isaac Brown Assoc,2,1,6-10,9226,3981,3817,6888,23912,19014,190,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.71,3012,71,289,2377,2590930,Chicago
4322,4322,Anthony Martinez Assoc,1,4,0-2,9526,3699,5206,2166,20597,11590,115,2014-09-13 00:00:00,2014-09-13 00:00:00,0.84,0.87,2878,66,943,1868,1811960,Miami
4365,4365,Sebastian Young Insurance,1,3,0-2,6039,4760,3044,7762,21605,11219,112,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.85,2729,39,721,2270,2497000,San Francisco
6289,6289,Jaxon Flores Team,4,2,6-10,3280,26,7246,6185,16737,73703,737,2014-09-13 00:00:00,2014-09-13 00:00:00,0.63,0.42,331,43,550,4835,4738300,Seattle
8312,8312,Carter Myers Assoc,3,2,0-2,2201,3471,6332,3924,15928,34120,341,2014-09-13 00:00:00,2014-09-13 00:00:00,0.62,0.51,591,56,4149,966,994980,San Francisco
4300,4300,Damian Bailey Agency,5,3,0-2,3721,7170,2508,2978,16377,77356,773,2014-09-13 00:00:00,2014-09-13 00:00:00,0.10,0.15,4005,31,1470,259,279720,Tucson
1800,1800,Robert Morgan Group,5,4,0-2,15225,705,2273,5319,23522,45011,450,2014-09-13 00:00:00,2014-09-13 00:00:00,0.23,0.30,37,8,485,5242,5346840,Tucson
4259,4259,Nolan Ward Inc,4,5,11+,4393,5096,7616,4888,21993,73162,731,2014-09-13 00:00:00,2014-09-13 00:00:00,0.53,0.36,1923,79,2824,946,955460,New York
6902,6902,Adrian Fisher Assoc,1,5,3-5,11521,1338,4481,5232,22572,21804,218,2014-09-13 00:00:00,2014-09-13 00:00:00,0.84,0.79,4128,39,1229,383,417470,New York
8171,8171,Carlos Robertson Group,5,1,11+,14935,7725,4806,2291,29757,92065,920,2014-09-13 00:00:00,2014-09-13 00:00:00,0.30,0.17,19,35,4375,1353,1420650,Boston
4156,4156,Blake Williams Team,1,4,0-2,8508,6428,6866,4368,26170,75965,759,2014-09-13 00:00:00,2014-09-13 00:00:00,0.89,0.67,736,24,2478,2545,2672250,Orlando
7046,7046,Gabriel Martin Agency,3,3,6-10,5052,154,7083,3207,15496,30012,300,2014-09-13 00:00:00,2014-09-13 00:00:00,0.62,0.42,1416,2,2736,1639,1688170,San Francisco
79,79,Colton White Agency,5,1,11+,17384,2427,1810,4594,26215,39702,397,2014-09-13 00:00:00,2014-09-13 00:00:00,0.24,0.27,281,11,499,5007,4956930,Orlando
1180,1180,Nicholas Green Team,5,2,0-2,13573,2600,7156,7993,31322,55434,554,2014-09-13 00:00:00,2014-09-13 00:00:00,0.29,0.20,2124,93,948,2633,2830475,Los Angeles
6132,6132,Ryan James Assoc,5,4,6-10,15542,2805,5041,2546,25934,32221,322,2014-09-13 00:00:00,2014-09-13 00:00:00,0.05,0.12,3085,22,1743,954,1025550,Los Angeles
5811,5811,James Phillips Agency,3,1,11+,14348,7979,5901,6458,34686,95118,951,2014-09-13 00:00:00,2014-09-13 00:00:00,0.38,0.58,706,88,676,4337,4597220,Orlando
5562,5562,Jaxon Campbell Assoc,5,4,11+,7778,7728,6116,4692,26314,93551,935,2014-09-13 00:00:00,2014-09-13 00:00:00,0.14,0.05,1124,99,3879,716,809080,Miami
971,971,Ryan Gray Assoc,1,4,0-2,11323,3607,1920,4073,20923,29201,292,2014-09-13 00:00:00,2014-09-13 00:00:00,0.80,0.86,2581,71,1981,1190,1142400,Los Angeles
3802,3802,Alex Garcia LLC,4,5,0-2,1447,6455,1422,2243,11567,48393,483,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.47,396,19,4164,1247,1321820,Miami
6261,6261,Adrian Stewart Agency,4,4,11+,17238,5281,6826,6438,35783,90505,905,2014-09-13 00:00:00,2014-09-13 00:00:00,0.44,0.38,2713,31,474,2608,2503680,Los Angeles
3344,3344,Brody Nguyen Agency,1,1,6-10,3251,1173,124,2190,6738,45429,454,2014-09-13 00:00:00,2014-09-13 00:00:00,0.87,0.77,347,42,2286,3154,3090920,Miami
4956,4956,Dominic Moore Inc,3,3,6-10,15594,6061,551,3971,26177,76179,761,2014-09-13 00:00:00,2014-09-13 00:00:00,0.39,0.45,1442,13,2623,1752,1681920,Seattle
8397,8397,Josiah Nelson Inc,1,5,0-2,9814,5174,1683,2529,19200,33472,334,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.95,652,77,3867,1239,1362900,Orlando
5498,5498,Alexander Rivera Insurance,2,5,3-5,16225,6138,2182,4110,28655,29621,296,2014-09-13 00:00:00,2014-09-13 00:00:00,0.70,0.87,1772,1,274,3791,4283830,Springfield
7036,7036,Colton Scott Inc,4,2,3-5,9,4732,2729,6427,13897,34210,342,2014-09-13 00:00:00,2014-09-13 00:00:00,0.60,0.36,2825,13,2045,957,928290,Boston
88,88,Nathan Adams LLC,2,5,3-5,9240,1277,5078,3024,18619,76135,761,2014-09-13 00:00:00,2014-09-13 00:00:00,0.90,0.77,1829,23,2272,1718,1683640,Tucson
1417,1417,Ethan White Insurance,3,4,,2672,1895,1305,282,6154,44053,440,2014-09-13 00:00:00,2014-09-13 00:00:00,0.47,0.46,2610,53,2985,194,215340,Seattle
1778,1778,Jaxon Carter Assoc,3,1,0-2,18915,2729,7079,7454,36177,50036,500,2014-09-13 00:00:00,2014-09-13 00:00:00,0.61,0.50,1061,39,4018,726,769560,Tucson
7160,7160,Nicholas Diaz Group,3,1,0-2,1719,2574,5982,2364,12639,77008,770,2014-09-13 00:00:00,2014-09-13 00:00:00,0.62,0.37,1110,27,3572,1136,1226880,New York
3093,3093,Jack Ward Insurance,3,2,11+,555,3861,3575,7413,15404,97502,975,2014-09-13 00:00:00,2014-09-13 00:00:00,0.41,0.55,805,71,982,3994,4293550,Tucson
2265,2265,Aaron Hall Group,3,2,0-2,16227,3983,7817,2001,30028,10461,104,2014-09-13 00:00:00,2014-09-13 00:00:00,0.58,0.43,668,26,3807,1355,1558250,Boston
2882,2882,Hunter Rivera Team,1,2,0-2,13071,2229,682,5389,21371,34232,342,2014-09-13 00:00:00,2014-09-13 00:00:00,0.93,0.75,1467,99,1837,2464,2365440,Tucson
6294,6294,Ian Carter Inc,1,2,11+,6154,2665,2117,24,10960,79912,799,2014-09-13 00:00:00,2014-09-13 00:00:00,0.69,0.82,3011,84,519,2254,2389240,Orlando
3604,3604,Alex Perry Inc,4,3,0-2,5815,7555,4623,698,18691,89052,890,2014-09-13 00:00:00,2014-09-13 00:00:00,0.60,0.36,1237,39,2725,1875,1931250,Chicago
7931,7931,Alexander Anderson Group,3,2,11+,18897,5096,3904,5533,33430,77642,776,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.59,2967,94,2722,96,94080,New York
3626,3626,Hudson Ortiz Enterprise,1,5,3-5,5016,7773,7767,972,21528,27892,278,2014-09-13 00:00:00,2014-09-13 00:00:00,0.69,0.93,1491,99,2474,1816,2015760,Seattle
7139,7139,James Russell Assoc,2,3,11+,947,701,1344,1730,4722,95608,956,2014-09-13 00:00:00,2014-09-13 00:00:00,0.78,0.79,95,68,3996,1723,1740230,Orlando
2743,2743,Liam Garcia Team,5,5,0-2,2076,7208,6585,6383,22252,38134,381,2014-09-13 00:00:00,2014-09-13 00:00:00,0.24,0.19,3728,21,1786,348,358440,New York
699,699,Robert Foster LLC,2,5,3-5,9809,4871,6113,3872,24665,19134,191,2014-09-13 00:00:00,2014-09-13 00:00:00,0.70,0.80,3685,44,87,2079,2266110,Seattle
978,978,Alexander Smith Team,3,3,0-2,3891,1451,6516,4578,16436,76092,760,2014-09-13 00:00:00,2014-09-13 00:00:00,0.39,0.41,3598,9,1164,1126,1080960,Boston
7479,7479,Easton Thompson LLC,3,1,11+,759,1038,6130,6204,14131,11413,114,2014-09-13 00:00:00,2014-09-13 00:00:00,0.36,0.59,2320,13,2580,987,1046220,Seattle
671,671,Hudson Bailey Inc,4,2,3-5,18862,4129,4372,2896,30259,40207,402,2014-09-13 00:00:00,2014-09-13 00:00:00,0.57,0.51,3384,96,14,2409,2577630,Seattle
2220,2220,Jason Baker Team,1,4,0-2,2784,1774,3989,5179,13726,60619,606,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.82,4775,14,521,594,665280,Los Angeles
2222,2222,Dominic Lopez Enterprise,5,2,0-2,12728,1014,4017,7640,25399,97013,970,2014-09-13 00:00:00,2014-09-13 00:00:00,0.11,0.20,4481,25,1264,136,156400,San Francisco
1923,1923,Liam Wilson Team,5,2,0-2,6197,4039,173,1886,12295,50010,500,2014-09-13 00:00:00,2014-09-13 00:00:00,0.29,0.23,3643,45,2129,94,91180,Chicago
5092,5092,Joshua Butler Inc,4,1,6-10,7895,6927,1185,2270,18277,39437,394,2014-09-13 00:00:00,2014-09-13 00:00:00,0.45,0.37,4722,69,384,740,784400,New York
2814,2814,Tyler Perez Insurance,1,3,11+,13353,1913,1554,1713,18533,13090,130,2014-09-13 00:00:00,2014-09-13 00:00:00,0.66,0.93,2569,30,3082,237,229890,Boston
5559,5559,Nathan Patel Agency,3,2,3-5,10154,5344,5316,3754,24568,6897,68,2014-09-13 00:00:00,2014-09-13 00:00:00,0.51,0.55,1549,59,934,3386,3656880,Chicago
1409,1409,Jose Wong Insurance,1,3,0-2,908,5342,7202,1753,15205,80233,802,2014-09-13 00:00:00,2014-09-13 00:00:00,0.69,0.69,39,87,3767,2045,2167700,Chicago
1904,1904,Caleb Sanders Group,4,1,6-10,14919,3933,4497,6600,29949,61081,610,2014-09-13 00:00:00,2014-09-13 00:00:00,0.58,0.55,286,4,556,5096,5197920,Chicago
598,598,Jack Ross LLC,4,2,0-2,7441,2064,1747,1462,12714,90006,900,2014-09-13 00:00:00,2014-09-13 00:00:00,0.42,0.49,3933,18,156,1838,1948280,New York
7502,7502,Jason Robertson Enterprise,4,1,3-5,9236,6039,6663,4493,26431,29673,296,2014-09-13 00:00:00,2014-09-13 00:00:00,0.44,0.36,2397,25,3343,180,203400,San Francisco
7006,7006,Parker Clark Team,4,1,3-5,8363,7882,253,6094,22592,37122,371,2014-09-13 00:00:00,2014-09-13 00:00:00,0.39,0.38,1570,10,2697,1691,1843190,Springfield
6007,6007,Jeremiah Butler Team,4,1,6-10,309,4896,2261,4481,11947,15701,157,2014-09-13 00:00:00,2014-09-13 00:00:00,0.64,0.47,3239,43,2023,666,719280,New York
1127,1127,Austin Sanchez Group,1,5,0-2,3375,4418,7981,4110,19884,89128,891,2014-09-13 00:00:00,2014-09-13 00:00:00,0.70,0.72,1019,74,3041,1838,1856380,New York
4402,4402,Austin Taylor Insurance,5,3,6-10,1438,1880,3605,3514,10437,97086,970,2014-09-13 00:00:00,2014-09-13 00:00:00,0.25,0.20,2482,15,676,2804,2860080,Los Angeles
4584,4584,Kevin Jenkins Team,5,4,0-2,19220,1466,6533,3981,31200,30324,303,2014-09-13 00:00:00,2014-09-13 00:00:00,0.23,0.26,1750,72,2684,1472,1516160,Seattle
2496,2496,Juan Gonzalez Insurance,1,5,11+,7989,4558,6596,2714,21857,60062,600,2014-09-13 00:00:00,2014-09-13 00:00:00,0.85,0.73,884,93,4313,690,793500,Tucson
1694,1694,Cameron Anderson Group,3,5,11+,16996,3492,3938,1887,26313,21234,212,2014-09-13 00:00:00,2014-09-13 00:00:00,0.45,0.38,251,72,1457,4208,4250080,Springfield
1014,1014,Jacob Ross Team,4,5,0-2,10892,7934,564,1302,20692,23233,232,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.36,1255,51,1225,3472,3298400,Seattle
500,500,Isaiah Robertson Inc,4,2,6-10,15340,523,4888,5723,26474,78238,782,2014-09-13 00:00:00,2014-09-13 00:00:00,0.38,0.37,1773,37,4045,151,152510,Tucson
7863,7863,Noah Kelly Enterprise,2,5,11+,5456,6668,4936,6009,23069,94566,945,2014-09-13 00:00:00,2014-09-13 00:00:00,0.78,0.78,1267,5,2660,2076,2387400,Seattle
4405,4405,Levi Stewart Inc,1,5,3-5,8242,696,5118,3765,17821,46304,463,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.85,4438,25,544,1002,1092180,Los Angeles
3,3,Jaxon Thompson Insurance,3,4,11+,12247,2915,7813,7094,30069,70380,703,2014-09-13 00:00:00,2014-09-13 00:00:00,0.39,0.40,288,68,2808,2857,2742720,Seattle
6053,6053,Cooper Gutierrez Assoc,3,4,0-2,19167,4241,79,970,24457,70601,706,2014-09-13 00:00:00,2014-09-13 00:00:00,0.63,0.59,2651,40,959,2380,2558500,San Francisco
7561,7561,Carter Hill Group,1,1,6-10,1635,4753,4039,62,10489,27519,275,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.73,1916,22,3516,579,619530,Seattle
6510,6510,Juan Allen Agency,5,2,11+,4394,4477,2786,6784,18441,30909,309,2014-09-13 00:00:00,2014-09-13 00:00:00,0.15,0.11,1032,29,171,4810,5098600,San Francisco
226,226,Cooper Thomas Group,3,1,11+,16925,1742,3932,7930,30529,46016,460,2014-09-13 00:00:00,2014-09-13 00:00:00,0.37,0.37,1776,80,2021,2169,2407590,Chicago
8390,8390,Aiden Sullivan LLC,1,3,11+,2158,402,3589,7017,13166,95357,953,2014-09-13 00:00:00,2014-09-13 00:00:00,0.82,0.87,3227,100,1005,1714,1799700,Miami
7936,7936,Landon Baker Assoc,2,2,11+,19360,5872,840,235,26307,30045,300,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.88,2987,26,1793,1254,1442100,New York
708,708,Alexander Roberts LLC,4,5,6-10,17794,5296,6789,4296,34175,19320,193,2014-09-13 00:00:00,2014-09-13 00:00:00,0.53,0.46,20,44,107,5899,6606880,Tucson
1843,1843,Luke Scott Assoc,2,5,6-10,12447,5643,7222,916,26228,35124,351,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.91,1408,92,1077,3499,3464010,New York
605,605,Colton Thompson Team,2,2,11+,14698,3529,3978,5688,27893,85258,852,2014-09-13 00:00:00,2014-09-13 00:00:00,0.95,0.90,2387,38,2715,938,909860,Chicago
1917,1917,Hudson James Assoc,2,1,3-5,3394,1810,4114,2774,12092,98003,980,2014-09-13 00:00:00,2014-09-13 00:00:00,0.92,0.87,1802,16,2864,1414,1611960,Miami
3431,3431,Jordan Torres Insurance,4,2,11+,17509,1634,4959,614,24716,11756,117,2014-09-13 00:00:00,2014-09-13 00:00:00,0.35,0.57,4950,81,634,432,427680,Tucson
3193,3193,Jackson Morris Team,1,4,6-10,7670,7866,1357,6163,23056,86004,860,2014-09-13 00:00:00,2014-09-13 00:00:00,0.75,0.95,4232,71,175,1623,1574310,Los Angeles
1955,1955,Grayson Parker Group,5,5,11+,3448,469,5114,5467,14498,30080,300,2014-09-13 00:00:00,2014-09-13 00:00:00,0.24,0.14,2403,95,682,2922,2892780,Seattle
4486,4486,Chase Diaz Inc,4,2,0-2,19456,6038,134,6075,31703,98406,984,2014-09-13 00:00:00,2014-09-13 00:00:00,0.48,0.38,5120,43,547,392,450800,Tucson
1544,1544,Lucas Taylor Inc,3,1,6-10,14598,3584,5046,4582,27810,80525,805,2014-09-13 00:00:00,2014-09-13 00:00:00,0.59,0.43,396,81,3284,2342,2505940,New York
3258,3258,Brody Hernandez Group,3,2,11+,882,6656,5870,4156,17564,35810,358,2014-09-13 00:00:00,2014-09-13 00:00:00,0.54,0.61,293,79,1084,4648,5112800,Orlando
934,934,John Mitchell Group,1,5,0-2,12308,4085,4651,78,21122,30087,300,2014-09-13 00:00:00,2014-09-13 00:00:00,0.67,0.95,1378,26,332,4375,4200000,Seattle
3746,3746,Juan Harris LLC,5,3,11+,14153,4056,4733,3110,26052,80915,809,2014-09-13 00:00:00,2014-09-13 00:00:00,0.06,0.06,2662,74,1170,2210,2254200,Seattle
595,595,Christopher Powell Assoc,4,5,0-2,2649,345,6350,1816,11160,33073,330,2014-09-13 00:00:00,2014-09-13 00:00:00,0.47,0.50,209,21,2022,3871,3948420,Miami
5003,5003,Evan Baker Assoc,2,2,0-2,7654,3566,4677,2813,18710,34698,346,2014-09-13 00:00:00,2014-09-13 00:00:00,0.68,0.70,1154,56,1882,3035,3429550,Boston
1050,1050,Brayden Perez Insurance,2,5,0-2,13217,5556,1739,4819,25331,35244,352,2014-09-13 00:00:00,2014-09-13 00:00:00,0.86,0.81,4390,100,920,728,742560,Orlando
6777,6777,Jordan Scott Inc,4,1,6-10,2693,7381,6737,6021,22832,77469,774,2014-09-13 00:00:00,2014-09-13 00:00:00,0.58,0.63,2577,97,1429,2041,2285920,San Francisco
7429,7429,Nathan Morgan Team,3,1,11+,4788,2066,488,7457,14799,11530,115,2014-09-13 00:00:00,2014-09-13 00:00:00,0.60,0.52,4167,40,1242,695,715850,Seattle
6776,6776,Carter Myers Agency,2,3,6-10,3779,3447,422,2175,9823,77069,770,2014-09-13 00:00:00,2014-09-13 00:00:00,0.78,0.66,2174,44,1647,2290,2221300,Seattle
5586,5586,Gabriel Brooks Assoc,1,1,11+,2928,2355,965,180,6428,10591,105,2014-09-13 00:00:00,2014-09-13 00:00:00,0.85,0.84,3182,90,2205,683,689830,Tucson
6551,6551,Joshua Sanders Enterprise,1,1,3-5,17971,6697,6150,3697,34515,33067,330,2014-09-13 00:00:00,2014-09-13 00:00:00,0.94,0.82,3145,12,1831,1173,1114350,San Francisco
101,101,Christian Cox Group,3,2,11+,4013,5499,2281,6485,18278,78240,782,2014-09-13 00:00:00,2014-09-13 00:00:00,0.58,0.57,1929,1,3028,1216,1313280,Orlando
903,903,Christian Wilson Team,5,1,11+,9838,3254,4179,1674,18945,23235,232,2014-09-13 00:00:00,2014-09-13 00:00:00,0.06,0.26,579,38,1857,3700,4144000,New York
2763,2763,Christopher Lee Team,4,4,6-10,3531,5541,1457,626,11155,89145,891,2014-09-13 00:00:00,2014-09-13 00:00:00,0.61,0.63,1808,89,2432,1845,1771200,Springfield
7709,7709,Evan Cook Group,3,4,,5305,363,5290,1907,12865,7876,78,2014-09-13 00:00:00,2014-09-13 00:00:00,0.47,0.48,2059,41,1070,3008,2917760,Orlando
7977,7977,Ryder Collins Agency,1,3,3-5,4482,4317,2334,2848,13981,32257,322,2014-09-13 00:00:00,2014-09-13 00:00:00,0.67,0.81,2833,74,1228,2043,1981710,Springfield
5791,5791,Caleb Robinson LLC,5,4,11+,15666,2675,7409,4196,29946,98033,980,2014-09-13 00:00:00,2014-09-13 00:00:00,0.07,0.17,1290,31,4359,517,555775,Springfield
156,156,Hunter Bennett Insurance,4,4,11+,131,2289,6822,6736,15978,12065,120,2014-09-13 00:00:00,2014-09-13 00:00:00,0.64,0.65,808,87,2782,2532,2785200,Seattle
6509,6509,Connor White LLC,2,2,6-10,11194,4311,7462,2238,25205,34698,346,2014-09-13 00:00:00,2014-09-13 00:00:00,0.93,0.84,3269,28,2541,375,367500,Miami
3257,3257,Alexander Wilson Assoc,3,5,11+,16880,3763,5259,5677,31579,11946,119,2014-09-13 00:00:00,2014-09-13 00:00:00,0.53,0.41,37,49,2124,4006,4286420,Chicago
635,635,Andrew Walker Insurance,4,4,6-10,19090,6068,7218,2065,34441,80020,800,2014-09-13 00:00:00,2014-09-13 00:00:00,0.57,0.50,9,69,1256,4891,5624650,Orlando
6301,6301,Jeremiah Rogers Group,4,3,6-10,4241,5157,4785,4649,18832,80917,809,2014-09-13 00:00:00,2014-09-13 00:00:00,0.62,0.60,440,71,372,5346,5078700,Orlando
3044,3044,Ian Bell Agency,4,4,11+,5644,980,6010,4518,17152,62896,628,2014-09-13 00:00:00,2014-09-13 00:00:00,0.58,0.39,1425,71,4274,460,510600,Tucson
7764,7764,Dominic Davis Insurance,2,2,6-10,16532,5599,6240,5700,34071,70586,705,2014-09-13 00:00:00,2014-09-13 00:00:00,0.95,0.80,3055,38,2777,360,392400,Springfield
1320,1320,Nathan Bennett Assoc,4,2,11+,14885,2360,11,2381,19637,33462,334,2014-09-13 00:00:00,2014-09-13 00:00:00,0.64,0.46,2481,11,2690,1058,1110900,Miami
1695,1695,Nathan Gonzalez LLC,4,3,11+,309,1868,2663,4610,9450,20902,209,2014-09-13 00:00:00,2014-09-13 00:00:00,0.43,0.63,3304,15,2900,26,28860,New York
4966,4966,Thomas Hughes Inc,1,2,3-5,18779,49,1158,3172,23158,82001,820,2014-09-13 00:00:00,2014-09-13 00:00:00,0.78,0.86,860,11,3701,1682,1934300,San Francisco
3988,3988,Kayden Morales Insurance,5,5,0-2,6851,5536,3785,5967,22139,60051,600,2014-09-13 00:00:00,2014-09-13 00:00:00,0.21,0.26,3796,62,1746,660,745800,New York
5335,5335,Isaac Anderson Agency,1,3,3-5,5965,452,5939,3112,15468,35080,350,2014-09-13 00:00:00,2014-09-13 00:00:00,0.70,0.83,678,91,4821,675,648000,San Francisco
2303,2303,Mason Gonzalez Insurance,5,4,11+,3753,3,5869,4571,14196,40299,402,2014-09-13 00:00:00,2014-09-13 00:00:00,0.20,0.09,4785,97,924,461,493270,Tucson
7475,7475,Mason Hughes LLC,2,2,11+,10833,2315,7841,6302,27291,35244,352,2014-09-13 00:00:00,2014-09-13 00:00:00,0.65,0.84,377,86,379,5425,6130250,San Francisco
6024,6024,Alexander Jones Assoc,1,3,,18070,4581,4669,6067,33387,45238,452,2014-09-13 00:00:00,2014-09-13 00:00:00,0.76,0.94,1664,97,3137,1374,1525140,Boston
1783,1783,Noah Robinson Agency,4,5,0-2,12478,222,5894,6138,24732,40241,402,2014-09-13 00:00:00,2014-09-13 00:00:00,0.49,0.36,778,22,4135,1342,1288320,Chicago
6519,6519,Ryder Thompson Enterprise,4,4,11+,13558,640,6773,4912,25883,10605,106,2014-09-13 00:00:00,2014-09-13 00:00:00,0.38,0.54,2871,65,3163,182,196560,Boston
7470,7470,Landon White Inc,2,2,,12748,5716,2582,3073,24119,8094,80,2014-09-13 00:00:00,2014-09-13 00:00:00,0.79,0.77,32,91,1508,4652,4884600,Boston
6347,6347,Damian James Agency,3,5,11+,3523,142,3086,2436,9187,94086,940,2014-09-13 00:00:00,2014-09-13 00:00:00,0.36,0.59,1440,40,2767,2038,2139900,Miami
1068,1068,Adam Reyes Assoc,4,2,,11871,7665,6138,1833,27507,45140,451,2014-09-13 00:00:00,2014-09-13 00:00:00,0.54,0.37,5088,70,814,314,345400,New York
6473,6473,Wyatt Perez Enterprise,4,1,11+,8247,6740,5717,3772,24476,45011,450,2014-09-13 00:00:00,2014-09-13 00:00:00,0.54,0.38,5233,21,98,941,1025690,Tucson
6388,6388,Cooper Hughes Insurance,3,1,6-10,6162,3475,5143,5526,20306,95620,956,2014-09-13 00:00:00,2014-09-13 00:00:00,0.52,0.48,1364,18,1605,3316,3448640,San Francisco
1215,1215,Caleb Ramirez LLC,5,4,,17765,7277,7472,3720,36234,32308,323,2014-09-13 00:00:00,2014-09-13 00:00:00,0.17,0.12,1363,62,3606,1285,1426350,Miami
714,714,Kevin Gomez Team,2,3,,18670,2975,6292,4243,32180,38401,384,2014-09-13 00:00:00,2014-09-13 00:00:00,0.88,0.68,1212,59,1275,3774,3736260,Boston
1157,1157,Bentley Mitchell Assoc,4,5,0-2,12359,123,7459,4654,24595,53716,537,2014-09-13 00:00:00,2014-09-13 00:00:00,0.63,0.59,3397,92,708,2125,2443750,Seattle
4357,4357,Easton Wilson Team,5,5,0-2,12645,6826,4333,4510,28314,29662,296,2014-09-13 00:00:00,2014-09-13 00:00:00,0.19,0.06,2463,3,1032,2835,2693250,Seattle
400,400,Jack Evans Team,2,1,11+,17031,4646,5984,4217,31878,53081,530,2014-09-13 00:00:00,2014-09-13 00:00:00,0.88,0.74,1755,10,1557,3021,3474150,Orlando
3478,3478,Adam Williams Enterprise,2,1,6-10,2446,3556,7984,7517,21503,79936,799,2014-09-13 00:00:00,2014-09-13 00:00:00,0.80,0.88,2931,4,697,2714,2876840,Miami
