id,zip,Market Potential,Agency Presence,Competitive Assessment,Customer Behavior,Luxury Automobiles,Motorcycles,High Value Homes,Likely to Purchase New Car This Year,Likely to Purchase New Home This Year,Likely to Retire This Year,Household Income,Household Net Worth,Agent Coverage,Tier 1 Agents,Tier 2 Agents,Tier 3 Agents,Auto Policies in Force,Home Policies in Force,Total Policies in Force,Auto Policy Growth (YoY),Home Policy Growth (YoY),Total Policy Growth (YoY),Customer Base Loyal,Customer Base Disloyal to Competitors,Retention Rate,Multiline Percentage,Retention Rate Growth (YoY),Multiline Percentage Growth (YoY),Willing to Pay for Quality,Brand Loyalty,Luxury Tastes,Sends Word of Mouth,Personal Touch Loyalty,Household Count,Overall Weighted ZIP Index Score,Urbanicity,Company Footprint,Urban,Rural,Suburban,Present,Absent,varid_43,varid_44,varid_45,varid_46,varid_47,varid_48,varid_49,varid_50,varid_51,varid_52,varid_53,varid_54,varid_55,varid_56,varid_57,varid_58,varid_59,varid_60,varid_61,varid_62,varid_63,varid_64,varid_65,varid_66,varid_67,varid_68,varid_69,varid_70,varid_71,varid_72,varid_73,varid_74,varid_75,varid_76,varid_77,varid_78,varid_79,varid_80,varid_81,varid_82,varid_83,varid_84,varid_85,varid_86,varid_87,varid_88,varid_89,varid_90,varid_91,varid_92,varid_93,varid_94,varid_95,varid_96,varid_97,varid_98,varid_99,varid_100,varid_101,varid_102,varid_103,varid_104,varid_105,varid_106,varid_107,varid_108,varid_109,varid_110,varid_111,varid_112,varid_113,varid_114,varid_115,varid_116,varid_117,varid_118,varid_119,varid_120,varid_121,varid_122,varid_123,varid_124,varid_125,varid_126,varid_127,varid_128,varid_129,varid_130,varid_131,varid_132,varid_133,varid_134,varid_135,varid_136,varid_137,varid_138,varid_139,varid_140,varid_141,varid_142,varid_143,varid_144,varid_145,varid_146,varid_147,varid_148,varid_149,varid_150,created_at,updated_at
640,710,0,0,0,0,0.01,0.11,0.46,0.47,0.47,0.63,0.29,0.70,0.44,0.53,0.71,0.74,0.93,0.42,0.53,0.68,0.60,0.24,1.03,0.43,0.21,0.31,0.42,0.38,0.43,0.60,0.58,0.93,0.49,0.05,0.78,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
641,711,0,0,0,0,0.23,0.29,0.44,0.54,0.48,0.74,0.30,0.58,0.40,0.54,0.72,0.64,0.94,0.42,0.60,0.73,0.58,0.19,0.93,0.34,0.19,0.36,0.47,0.40,0.43,0.57,0.67,0.76,0.49,0.04,0.82,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
642,712,0,0,0,0,0.29,0.29,0.49,0.56,0.46,0.84,0.26,0.49,0.45,0.63,0.65,0.82,0.97,0.49,0.47,0.64,0.84,0.17,0.81,0.45,0.24,0.34,0.44,0.30,0.36,0.59,0.63,0.81,0.42,0.05,0.81,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
643,713,0,0,0,0,0.07,0.01,0.49,0.46,0.43,0.68,0.33,0.56,0.39,0.47,0.68,0.60,1.00,0.44,0.53,0.86,0.67,0.20,0.98,0.45,0.17,0.36,0.47,0.27,0.32,0.75,0.70,0.93,0.40,0.05,0.90,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
644,714,0,0,0,0,0.13,0.28,0.56,0.43,0.40,0.65,0.35,0.73,0.43,0.57,0.55,0.78,0.68,0.58,0.44,0.87,0.70,0.21,0.94,0.43,0.20,0.39,0.37,0.41,0.37,0.62,0.62,0.79,0.40,0.06,0.97,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
645,716,0,0,0,0,0.02,0.01,0.47,0.46,0.48,0.78,0.33,0.63,0.46,0.64,0.67,0.83,0.82,0.58,0.49,0.89,0.64,0.21,0.95,0.32,0.18,0.39,0.40,0.30,0.32,0.60,0.55,0.89,0.52,0.04,0.86,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
646,717,0,0,0,0,0.01,0.01,0.47,0.50,0.39,0.66,0.27,0.54,0.47,0.62,0.64,0.73,0.94,0.41,0.58,0.84,0.62,0.16,1.11,0.41,0.18,0.39,0.42,0.31,0.35,0.66,0.59,0.85,0.52,0.05,0.86,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
647,718,0,0,0,0,0.01,0.02,0.47,0.50,0.38,0.87,0.24,0.70,0.41,0.48,0.73,0.60,0.92,0.44,0.46,0.76,0.69,0.18,0.78,0.31,0.19,0.34,0.42,0.35,0.31,0.50,0.51,0.89,0.55,0.06,0.75,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
648,719,0,0,0,0,0.24,0.23,0.57,0.62,0.46,0.74,0.35,0.66,0.50,0.56,0.57,0.71,0.82,0.55,0.45,0.74,0.83,0.19,1.12,0.45,0.20,0.40,0.37,0.38,0.40,0.73,0.58,0.73,0.41,0.04,0.77,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
649,720,0,0,0,0,0.22,0.09,0.37,0.87,0.87,0.59,0.92,0.90,0.25,0.82,0.62,0.06,0.03,0.92,0.10,0.31,0.09,0.71,0.91,0.68,0.59,0.92,0.64,0.63,0.19,1.03,0.38,0.70,0.64,0.09,0.02,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
650,721,0,0,0,0,0.02,0.21,0.35,0.81,0.87,0.67,0.96,0.75,0.28,0.68,0.54,0.06,0.04,0.83,0.11,0.30,0.09,1.00,0.94,0.76,0.53,1.04,0.73,0.72,0.22,1.01,0.36,0.74,0.67,0.09,0.02,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
651,722,0,0,0,0,0.01,0.01,0.36,0.78,0.63,0.53,0.82,0.91,0.26,0.58,0.50,0.06,0.04,0.70,0.11,0.32,0.07,0.80,0.90,0.98,0.60,0.75,0.62,0.66,0.22,0.85,0.32,0.56,0.67,0.08,0.02,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
652,723,0,0,0,0,0.06,0.17,0.38,0.93,0.89,0.74,0.95,0.87,0.29,0.60,0.48,0.06,0.04,0.91,0.10,0.29,0.09,0.78,0.66,0.95,0.69,0.85,0.67,0.63,0.21,0.74,0.35,0.64,0.73,0.11,0.02,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
653,724,0,0,0,0,0.13,0.04,0.37,0.84,0.80,0.67,0.89,1.03,0.28,0.83,0.55,0.07,0.04,0.69,0.09,0.24,0.09,0.92,0.65,0.81,0.72,1.05,0.63,0.62,0.21,0.97,0.40,0.70,0.74,0.12,0.02,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
654,725,0,0,0,0,0.01,0.10,0.33,0.74,0.86,0.71,1.03,0.75,0.26,0.70,0.49,0.05,0.04,0.69,0.12,0.25,0.08,0.85,0.88,0.88,0.65,1.01,0.82,0.61,0.20,0.92,0.29,0.72,0.63,0.09,0.02,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
655,726,0,0,0,0,0.06,0.01,0.36,0.87,0.72,0.72,0.96,0.97,0.29,0.69,0.43,0.06,0.05,0.74,0.09,0.31,0.07,0.92,0.63,0.85,0.72,0.84,0.64,0.82,0.18,0.86,0.30,0.68,0.83,0.08,0.02,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
656,727,0,0,0,0,0.01,0.08,0.27,0.74,0.82,0.71,0.81,0.85,0.23,0.72,0.43,0.06,0.05,0.84,0.09,0.27,0.07,0.98,0.92,0.71,0.77,0.76,0.65,0.83,0.23,0.88,0.36,0.59,0.81,0.09,0.02,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
657,728,0,0,0,0,0.01,0.19,0.36,0.75,0.76,0.59,0.97,1.04,0.28,0.66,0.54,0.07,0.04,0.74,0.11,0.26,0.08,0.87,0.64,0.74,0.57,0.78,0.83,0.75,0.16,0.91,0.31,0.60,0.60,0.10,0.02,0,0,0,0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
658,729,0,0,0,0,0.05,0.01,0.29,0.94,0.79,0.56,0.96,1.04,0.29,0.78,0.48,0.07,0.04,0.78,0.09,0.29,0.07,0.74,0.90,0.99,0.59,0.91,0.64,0.61,0.18,0.95,0.29,0.59,0.76,0.09,0.02,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
659,730,0,0,0,0,0.11,0.22,1.15,0.93,0.24,0.24,1.02,0.07,0.48,0.31,0.69,0.95,0.22,0.36,0.48,0.77,0.23,0.17,0.24,0.22,0.68,0.57,0.12,0.62,1.13,0.48,0.84,0.86,0.28,1.00,0.46,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
660,731,0,0,0,0,0.10,0.34,0.94,0.62,0.22,0.20,0.77,0.10,0.50,0.35,0.64,1.06,0.20,0.34,0.46,0.96,0.19,0.13,0.25,0.20,0.57,0.48,0.14,0.67,0.97,0.47,0.68,0.61,0.24,1.07,0.57,0,0,1,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,2013-11-14 00:00:00,2013-11-14 00:00:00
